nodeId	coords	edges
4861607_0	[47.389297067518235, 8.533602928202761, 472.9256539950147]	['4863749_0', '4857964_4', '4856962_0']
6245131_0	[47.37555835366371, 8.52681153987433, 457.8058625711128]	['4868929_0', '4868913_1', '4862288_0']
4861681_2	[47.3839575830955, 8.552171795912876, 569.904078098014]	['4857669_0']
4857460_0	[47.36682941384734, 8.515361128312376, 484.4364622114226]	['4858801_0', '4857460_3', '4866176_0']
6117603_0	[47.36709595221296, 8.544289823499351, 456.5516397897154]	['6117726_5', '4859153_0', '6245314_0', '4866617_1']
6112615_2	[47.368734367440595, 8.51903589788411, 462.34473244287074]	['6112627_6', '4869633_0', '4867955_6']
4865204_0	[47.38531743597312, 8.529136198997362, 452.38168995361775]	['4867320_1', '4857997_1', '4859281_0', '4868707_4']
4865939_4	[47.36878030408138, 8.546330428083452, 467.2311282157898]	['4860961_0']
6131189_0	[47.38668921137034, 8.534757195048924, 465.0403996706009]	['6131187_1', '4861632_1', '6131191_0']
4861836_4	[47.378697017387964, 8.554923153288753, 557.2052245605737]	['4861368_28']
6265797_2	[47.38474893367288, 8.521152181699032, 452.55122373625636]	['6265797_0']
6265797_0	[47.38507984547321, 8.521269274633275, 452.4272296940908]	['6159818_0', '6265797_2', '4863759_21']
6037040_0	[47.387868601935644, 8.515449646570303, 450.34768918994814]	['6037040_10', '6389359_0', '6389358_8']
4858520_0	[47.37156661346867, 8.547719815577361, 469.36735840141773]	['4858209_0', '6106667_0', '4858520_7', '4858518_0']
6036997_4	[47.380235236158136, 8.513892083448209, 456.53746831510216]	['4858118_0', '6036999_0', '4869308_0', '6037001_5']
6104969_4	[47.37693846578925, 8.553995079259144, 524.1208148235455]	['4858175_4', '6245102_0', '4858175_0']
4857997_1	[47.384307308008474, 8.528400496669681, 452.6151050925255]	['4858565_3', '4869277_0', '4865204_0']
6244348_2	[47.36879968526582, 8.528922097219134, 460.484617350623]	['6114338_2', '6113596_1', '6114331_0']
4860957_0	[47.36837994511706, 8.54483294110435, 455.23069729376584]	['4865947_1', '4858141_7', '4860957_7']
4860957_7	[47.36863162422108, 8.54558214128951, 459.12027616612613]	['4860957_0', '4860952_0', '4859143_3']
4861646_0	[47.37600332249049, 8.544537959892669, 459.6188316093758]	['4861646_2', '4858943_0', '4862278_0']
6115267_5	[47.37706749675341, 8.541749287433952, 451.5028273863718]	['6117843_18', '6117843_19', '4865383_6', '6115458_0']
4865973_4	[47.37174690744402, 8.54445597384261, 470.56917382963]	['4866008_4', '4858970_4', '4865964_0']
4861618_4	[47.38748390641434, 8.544628801764494, 523.438349250704]	['4861618_0', '6128215_0', '4861614_0']
4860388_3	[47.37975825606144, 8.519076840271724, 456.0045232633129]	['4860394_0', '4858252_0', '6388211_6']
4865773_10	[47.37572961033934, 8.550846862125802, 500.8911911351606]	['6106812_0', '4858938_0', '6106809_10']
6245254_5	[47.37301675700482, 8.547297033501602, 467.71494948957115]	['6105033_0', '6105035_0', '4858209_9']
4858520_7	[47.37088460958611, 8.548286211129877, 470.2575905667618]	['4866016_4', '4859195_0', '4858520_0', '4862540_7']
4858944_1	[47.375494732295635, 8.543352509630502, 454.3303725384176]	['4858190_1', '4868917_0', '4858205_3', '6115695_7']
6114374_1	[47.36902087433047, 8.522945191008104, 461.3250448703766]	['6114372_0', '6114372_9', '6114379_4']
6244918_2	[47.376175555824666, 8.53435341397563, 456.34563878923655]	['6115946_7', '6115943_0', '6115946_0']
4860985_3	[47.3643435602745, 8.554402806488852, 471.6767086768523]	['4860985_0', '4861020_2', '6103950_11']
4860985_0	[47.36386603993333, 8.554636805786055, 470.8227343643084]	['4860985_3']
4863977_0	[47.38200174216974, 8.538004037625326, 453.9085418097675]	['6159661_8', '4863981_15', '4858245_10']
6113474_4	[47.36253414697184, 8.533843502869583, 455.8902265569195]	['4857496_0']
6128358_12	[47.39093277812745, 8.543353500693923, 525.4444991154596]	['4751007_23']
4858086_3	[47.371803251807364, 8.541278777514142, 457.63422824442387]	['6115769_0', '4858083_0', '4858086_0']
6166482_0	[47.384255783506354, 8.540425909220058, 478.9511339850724]	['6246582_4', '6166480_0', '6166478_0']
6106295_8	[47.36944892523426, 8.544585105441698, 459.9851207099855]	['4868309_0', '4859213_3', '6106294_1']
4857820_1	[47.38600291319471, 8.517880557834046, 459.6681897714734]	['4861683_9', '4861348_0', '6265807_4']
6245806_0	[47.364994791960726, 8.514999912969976, 476.81067583616823]	['6112488_0', '6112426_12', '6112487_3']
6245357_0	[47.371006076564974, 8.52400889986077, 460.6217247257009]	['4858521_0', '6245712_2', '4859216_4']
6104540_2	[47.36897264107589, 8.548133049912986, 480.47080096788704]	['6104540_0', '6245576_0', '6245570_0']
6265805_0	[47.386174756419756, 8.517975606087202, 451.3776391353458]	['6389353_0', '6265805_3', '4861348_0']
6265805_3	[47.385421610124006, 8.517235169792416, 451.9153776848689]	['4861683_8', '6265805_0', '6037040_10']
6245576_0	[47.368348606349116, 8.5473216596917, 473.39326961524785]	['6104670_0', '6245570_0', '6104538_0', '6104540_2']
4868878_2	[47.37871206497758, 8.551980254128969, 534.4161557778716]	['6234220_0', '4868882_17', '4858265_7']
6388574_0	[47.37886791740833, 8.54355005754617, 460.1512475684285]	['6127900_0', '6127905_0', '6127903_11']
4862269_0	[47.3773059207854, 8.529294293451073, 456.5997401839122]	['4861350_3', '4862269_2', '4861370_0']
4862269_2	[47.37687410998477, 8.52882140192677, 457.0553587535396]	['4868907_3', '4862270_3', '4862269_0']
4858556_0	[47.385091682449676, 8.526724162427747, 452.58971412293613]	['4861357_0', '4859280_7', '4870875_0', '4858565_3', '4858565_0']
6115128_1	[47.37638660199056, 8.518876874408981, 458.20264825597405]	['6115121_0', '6115190_0', '6115191_3']
6115268_3	[47.37708538244806, 8.541551048759956, 451.51197987701744]	['6117843_16', '6115458_0', '4863952_0', '4858926_0']
6115268_5	[47.376961484715885, 8.541578229071176, 451.5292803281918]	['6117843_16', '4869517_2', '6115455_4', '6115266_0']
6159932_3	[47.37908743503191, 8.54064182304121, 455.38059811480343]	['6159925_0']
4862297_0	[47.37451847589554, 8.532423817130745, 457.34296608529985]	['6117897_3', '4862286_0', '6115940_2']
4859153_0	[47.36738592758729, 8.545041716242569, 455.87111480440944]	['4857446_0', '6117603_0', '6117607_0']
4865405_0	[47.37484611907817, 8.544621831277986, 459.99780861102045]	['6388303_6', '4865403_1', '4858197_0']
6112684_13	[47.367529104125836, 8.515490422422902, 483.3804821316153]	['6112686_0', '6112684_0', '4857460_3']
6106809_10	[47.37608993820092, 8.550966725026324, 501.9981168610975]	['4865773_10']
6388659_2	[47.36926986910319, 8.543800873419132, 455.40938507020473]	['6106294_1', '4858549_0', '4858549_6', '4859213_0']
4862691_3	[47.36505047222782, 8.521350248903918, 464.0491468645632]	['6112380_2', '4859449_4', '4861032_0']
4869052_1	[47.37443660510307, 8.52164618215682, 459.2090249704197]	['6117528_2', '6240728_0', '4858088_2']
4865221_3	[47.38311946398256, 8.53504049630596, 453.30056738387793]	['4869273_0', '6159653_2', '4861687_2']
6245439_5	[47.371555841589824, 8.540593292279937, 463.4945735791698]	['6115770_3', '6115768_5', '4858084_1']
6128382_2	[47.38882886321133, 8.545572781609476, 532.6028352053836]	['4863936_0', '6128244_4', '6128380_3']
4861949_0	[47.37382932202536, 8.554586356396339, 498.3394429180771]	['6245248_0', '4861961_5', '4861949_3', '4869054_10']
4861949_3	[47.37357991424788, 8.553501647128865, 492.5821978962049]	['4869542_0', '4861949_0', '6104901_11', '6245248_2']
4862093_0	[47.3706437305976, 8.54103611951958, 456.87853950075805]	['4862513_4', '4862093_3', '4864814_0']
4862093_3	[47.3706286921425, 8.540497588516992, 456.96712210495025]	['4859197_10', '4862093_0', '4862513_4']
6112512_6	[47.36888828625942, 8.519444632749522, 462.0469145961106]	['4864839_10', '4869633_0', '6112507_0']
6112485_16	[47.36553817729044, 8.513461269406378, 477.25478459894657]	['6112486_6', '6112426_12', '6112487_3']
4858175_4	[47.37688923164518, 8.554294756667806, 525.7496425081044]	['6104969_4', '4858175_0', '6245105_1']
4858175_0	[47.37678326275437, 8.55417029865689, 520.9850485436618]	['6104972_0', '4858175_4', '6104969_4']
4858941_0	[47.37586145471506, 8.514477301373248, 459.9874575091526]	['6048892_1', '6112698_4', '4858953_4', '4858941_4']
4858941_4	[47.376591403131485, 8.513580356678993, 459.836426416412]	['4862275_2', '4858941_0', '4858953_0']
4865361_2	[47.380104227858055, 8.545440497831896, 495.278069361113]	['4865361_0', '6166643_3', '4868744_0']
4865743_5	[47.37966703142726, 8.553202732901065, 555.7573945615441]	['4869313_0', '4861368_28', '4865743_0']
4867564_7	[47.39240950352597, 8.549063292882504, 567.2428293935955]	['4867313_0']
4861940_0	[47.37233374909866, 8.513210810037156, 463.7650634488091]	['4858508_6', '4862497_0', '4869078_0', '4859191_0']
4866351_4	[47.36377179641324, 8.550957541086394, 459.2836985848844]	['4869976_0', '4857467_0', '6104623_1']
6113596_1	[47.36795863953312, 8.529956271460225, 469.8558005169034]	['4869755_0', '6244318_1', '6244348_2', '4859140_0']
6127783_3	[47.38363892907838, 8.539322452217966, 468.2938790973276]	['4868715_1', '4859283_0', '4868715_10']
4866217_2	[47.36399982202557, 8.55145603552716, 461.82159269601107]	['4869976_0', '6103981_5', '4864643_2']
4857444_6	[47.36790446102404, 8.535514895798523, 456.0043466761708]	['6114403_0', '4857444_0', '4857454_3']
6388276_1	[47.372910912479625, 8.533479813809933, 459.2311556870118]	['6115605_0', '6388298_0', '6388279_0', '6244874_0']
4859480_0	[47.362285570925046, 8.532502377425335, 457.6122341575101]	['4857496_8']
6115919_8	[47.374378933079065, 8.535230578644494, 456.90550900716335]	['4869540_1', '4862318_3', '4865775_0']
6131194_0	[47.38834334136857, 8.531587704581918, 457.1042087459937]	['6130955_0', '4865055_0', '6131194_12']
4868631_0	[47.38780211712001, 8.527119565598994, 451.44013761729]	['4868634_13', '4861619_3', '6265783_1']
4858257_2	[47.37994695333364, 8.54086563012989, 453.223097669892]	['4858117_6', '6159895_17', '4858257_0']
4858257_0	[47.38037227513695, 8.5405509940204, 452.9642889900133]	['6159879_7', '6159887_8', '4858257_2']
4859208_0	[47.37090429357142, 8.528135103496306, 459.6608432652429]	['6115199_1', '4869811_0', '4859208_4', '4862538_0']
4859208_4	[47.36987236273593, 8.5291000851463, 460.05660147126764]	['6114325_0', '4859208_0', '6115197_0']
6114403_0	[47.36791647580602, 8.535565401897038, 455.97426402941346]	['4857444_6', '4864593_0', '6114403_9']
4858186_0	[47.375891083174174, 8.525325583103086, 457.95947676710784]	['4865774_1', '4858948_0', '4868909_0']
4858079_1	[47.37221333028923, 8.522897525360813, 460.08664885815233]	['4858208_3', '4869806_0', '6112387_0']
6246716_0	[47.383204984773386, 8.543424888173375, 490.74789354112]	['4869286_15', '4859297_3', '4859297_3']
4862112_2	[47.369664432148234, 8.53062833757231, 461.2596132243052]	['4866249_3', '4869458_0', '4859212_0']
4865379_5	[47.378277002326335, 8.551039861690635, 517.7842561909929]	['4858273_5']
4869777_10	[47.36871329106371, 8.51232091777376, 473.2735336041078]	['4859139_4', '4860969_0', '6112489_0']
4751007_9	[47.387241484170914, 8.539862028032994, 477.5447954935953]	['4751007_10', '4863940_3', '4751007_7', '4867578_0']
4751007_7	[47.387091078058255, 8.539643759179128, 477.01241375505924]	['4751007_6', '4857978_9', '4867578_0', '4751007_9']
6104366_0	[47.36475573933649, 8.54944534653217, 456.03962443210185]	['6104367_0', '6104363_3', '6104366_13']
4869836_0	[47.38451963707176, 8.54985602492426, 549.9839268913493]	['4869836_28', '4865206_0', '4869836_28']
4858519_0	[47.37103985832878, 8.538775202535984, 457.4537705583498]	['4869077_1', '4858531_4', '4858517_1']
6131214_7	[47.38967734189228, 8.528478846533368, 451.61480274703354]	['4856953_1', '6389331_10', '6131215_0']
6388230_30	[47.38402071115695, 8.512346146753337, 451.02599698491395]	['6234894_10']
4865788_2	[47.37552412367893, 8.523910908547856, 458.4748704507947]	['4865397_5', '4869039_2', '4858960_0']
6166589_2	[47.38218407793311, 8.554981454339853, 571.3349367342889]	['6125662_5']
4866222_0	[47.36476767417954, 8.532773835744734, 456.2314002709463]	['4868016_1', '4864625_6', '6246322_0']
4858590_4	[47.382486681171926, 8.514462466598204, 454.5499345753342]	['6388219_1', '4858590_0', '4861689_0']
4858590_0	[47.3816196676197, 8.513628417025535, 455.18806769978255]	['4869308_3', '6037032_0', '4858590_4']
6117850_5	[47.376931081708996, 8.544325696597193, 457.7415908770636]	['6246056_0', '6117849_15', '6115690_0', '6244952_0']
6125378_0	[47.387733690001696, 8.553449470989015, 633.3577895807102]	['6125365_10', '6125365_0', '4865065_2']
4862263_5	[47.379991406503, 8.548130948519841, 514.5906543079764]	['4858253_0', '4862263_0', '4862267_0']
4865066_3	[47.388020162829406, 8.524349531227596, 450.9853454725817]	['6389336_0', '6389339_0', '4857975_2']
6114331_1	[47.3687636346435, 8.528665305729971, 460.62297110259533]	['6114331_0', '6114332_0', '6114336_1', '6114341_2']
6114331_0	[47.36868752958974, 8.528787071149281, 460.5850498210639]	['6114331_1', '6111878_5', '6244348_2']
6245875_1	[47.37007262964144, 8.540921633439847, 456.12816521525383]	['4858536_0']
4865754_2	[47.37940390693695, 8.527550581686883, 455.7139418590814]	['4860390_1', '6265723_0', '4861841_1']
4865577_2	[47.3728517680763, 8.518156897789318, 461.46472484990954]	['4865575_2', '4858506_5', '4858968_2', '4865577_0']
4865577_0	[47.37255736986986, 8.517510778816428, 461.98715288192034]	['4865968_5', '4865577_2', '4858510_7']
6245314_0	[47.36762131257597, 8.544225433246005, 455.3363157818094]	['4866612_9', '4866617_1', '6117603_0']
6245353_2	[47.371403057791014, 8.527498334367614, 459.36316473037004]	['4869807_0', '6116630_2', '4869816_0']
6174181_2	[47.37172091691746, 8.542245451464916, 456.1094714971259]	['6174182_0', '4861942_0', '4858967_1']
6104672_9	[47.366208868954054, 8.548730175927963, 458.1095051690936]	['6104800_0', '6104672_0', '6104369_0']
6245712_2	[47.371194162768525, 8.523998664408635, 460.50323752034456]	['6245713_0', '6245357_0', '6245714_7']
4858564_7	[47.3838074235069, 8.553825428658405, 581.4558064648882]	['4858567_1', '6125591_0', '4858559_0']
6389333_10	[47.38789327411647, 8.527881641394005, 451.94112965185195]	['6389333_0']
4859455_10	[47.36492605420705, 8.53109448493645, 459.62067247740924]	['6246327_0', '4859455_0', '4866209_0']
6104543_1	[47.36639492236228, 8.553163074055957, 472.28053855057806]	['4857461_6', '4860978_3', '6102176_0']
4859143_3	[47.36844593099725, 8.545735685430241, 459.08361226320267]	['4860967_4', '4862472_0', '4860957_7']
6481146_0	[47.3907307060669, 8.522523466306772, 450.68899993412197]	['6481149_0']
4862276_1	[47.376451037928014, 8.523641093198036, 457.84168893657625]	['4862276_0', '6114962_10', '4868909_0', '4858929_0']
4862276_0	[47.37699887745557, 8.52402802497524, 457.147850073874]	['4862276_1', '4858937_0', '4867592_4']
6128136_0	[47.383942175414205, 8.54323897727437, 491.63112916518]	['4868711_0', '6128138_0', '6128134_5']
6104366_13	[47.36516626724569, 8.548750985649525, 455.97624010499567]	['6104369_3', '4864642_2', '6104366_0']
6246078_1	[47.37198043045173, 8.522128646361471, 460.41203799378127]	['4869806_0', '4862310_4', '4865566_0']
6159823_2	[47.38769570507102, 8.529538908004929, 451.79598581418395]	['4857986_5', '4856972_3', '6389333_0']
6114966_0	[47.37308744504038, 8.531367689681298, 458.5778151387349]	['4862306_5', '4861956_0', '6115196_0']
4862471_2	[47.36822928702704, 8.533182608972735, 460.13183674775064]	['4869968_4', '4862470_0', '4862218_2', '4867966_0']
4868621_40	[47.38781527488804, 8.55010791208329, 569.4089456647635]	['4865063_0', '4857970_64', '6124985_28', '6125186_5']
6240889_1	[47.36593425250317, 8.53235769339965, 457.2027353895828]	['6117183_0', '6117198_0', '6240893_0']
6244926_8	[47.37172670089612, 8.53170747048805, 459.6050725663081]	['4866017_7', '6244924_22', '4869831_15']
4858524_0	[47.37108907294308, 8.5458120143007, 477.1425459450111]	['6106302_0', '4866008_4', '4858524_6']
6106814_0	[47.37475186630625, 8.551332250090642, 497.00428784638643]	['4865404_4', '4865565_6', '6106810_0']
6240728_0	[47.374470500509894, 8.521489452213693, 459.37109284009784]	['6114957_0', '6240730_0', '4869052_1']
4859205_0	[47.37057227087633, 8.51406237255972, 466.3308680187911]	['4864821_2', '4862512_0', '6048766_0', '6048769_4', '4866230_3']
4861956_0	[47.37336580024513, 8.531586526155472, 458.90385848190635]	['4858493_4', '6114966_0', '4869787_0']
6114353_0	[47.36863897842358, 8.52340412377366, 461.3455933276564]	['4860963_5', '6114353_18', '6114353_18']
6114962_10	[47.37593168431805, 8.52326948670432, 458.2274369215593]	['6113042_2', '4862276_1', '4865397_5', '4861919_2']
4858246_0	[47.381078152396846, 8.518064626693878, 455.0110460324213]	['4858246_8', '4858252_0', '4861826_0']
4858246_8	[47.381924882759584, 8.516290008364749, 454.3145868219435]	['6133266_0', '4858246_0', '6234899_0']
6388348_0	[47.37377900825759, 8.542845855027688, 454.82342234812677]	['4859162_0', '6388351_0', '6106503_0']
6128239_0	[47.38694839406168, 8.546008056145217, 527.3423768328503]	['6128225_0', '4857973_0', '6128225_3']
6115690_0	[47.37676268773579, 8.543917164211225, 456.91544838249683]	['6117850_5', '6115688_0', '6115695_7']
4861613_10	[47.387740481651534, 8.548539777161231, 546.4387257127091]	['4868622_0', '6125390_0', '4861613_0']
4856951_0	[47.391343483350695, 8.536498668932873, 494.76431693322957]	['4856951_9']
4858496_0	[47.37337306586036, 8.54368967796705, 458.0186453657225]	['4858371_2', '4858496_2', '4861955_0']
6389336_0	[47.387888090105236, 8.52461366566906, 450.9444297719747]	['4863757_0', '4865066_3', '6389339_0']
4858496_2	[47.37320439135524, 8.543707209743095, 458.33307386096567]	['6106504_1', '4858496_0', '4859171_7']
